ITAG,logFC,logCPM,PValue,SGN_annotation,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align
Solyc00g013180.1.1,-2.041445233,8.087364463,0.000747108,NADH-ubiquinone oxidoreductase chain 4 (AHRD V1 ***- Q5M9Z8_TOBAC); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase ,ATMG00580,NAD4,NADH dehydrogenase subunit 4,92.91,141,7.00E-70,259,79.0960452
Solyc00g014830.2.1,-1.390269099,8.11283525,0.019783434,"NADH-quinone oxidoreductase subunit D (AHRD V1 ***- C4YU74_9RICK); contains Interpro domain(s)  IPR010219  NADH dehydrogenase I, D subunit ",ATMG00510,NAD7,NADH dehydrogenase subunit 7,94.67,394,0,778,99.49367089
Solyc00g024150.2.1,-1.532780513,5.628579848,0.016767283,Pterin-4-alpha-carbinolamine dehydratase (AHRD V1 *-** B6T9C1_MAIZE); contains Interpro domain(s)  IPR001533  Transcriptional coactivator/pterin dehydratase ,AT5G51110,NA,similar to dehydratase family [Arabidopsis thaliana] (TAIR:AT1G29810.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF93463.1); contains InterPro domain Transcriptional coactivator/pterin dehydratase; (InterPro:IPR001533),56.31,222,2.00E-56,215,98.1042654
Solyc00g026160.2.1,-3.897448437,3.539028959,0.000109264,"Ferric reductase oxidase (AHRD V1 **** D6RVS5_HORVU); contains Interpro domain(s)  IPR013121  Ferric reductase, NAD binding ",AT5G23980,ATFRO4,"Encodes a ferric chelate reductase that is expressed at low levels in roots,shoots and cotyledons, but not flowers. Its transcription is regulated by FIT1.",58.46,455,3.00E-140,495,99.5505618
Solyc00g187050.2.1,-9.093042839,6.614150969,2.80E-20,"Leucyl aminopeptidase (AHRD V1 ***- D7DWG6_NOSA0); contains Interpro domain(s)  IPR011356  Peptidase M17, leucyl aminopeptidase ",AT4G30920,NA,"cytosol aminopeptidase family protein; Identical to Leucine aminopeptidase 3, chloroplast precursor (EC 3.4.11.1) (LAP 3) (Leucyl aminopeptidase 3) (Proline aminopeptidase 3) (EC 3.4.11.5) (Prolyl aminopeptidase 3) [Arabidopsis Thaliana] (GB:Q944P7;GB:O65557); similar to cytosol aminopeptidase [Arabidopsis thaliana] (TAIR:AT2G24200.1); similar to cytosol aminopeptidase family protein [Arabidopsis thaliana] (TAIR:AT4G30910.1); similar to Leucine aminopeptidase 2, chloroplast precursor (LAP 2) (Leucyl aminopeptidase 2) (Proline aminopeptidase 2) (Prolyl aminopeptidase 2) (GB:Q42876); similar to neutral leucine aminopeptidase preprotein; preLAP-N; metallo-exopeptidase; leucyl aminopeptidase; LAP [Lycopersicon esculentum] (GB:AAO15916.1); similar to Cytosol aminopeptidase family, catalytic domain, putative [Medicago truncatula] (GB:ABE88725.1); contains InterPro domain Peptidase M17, leucyl aminopeptidase, N-terminal; (InterPro:IPR008283); contains InterPro domain Peptidase M17, leucyl aminopeptidase, C-terminal; (InterPro:IPR000819)",66.39,488,4.00E-177,617,95.08840864
Solyc00g277510.1.1,-2.453474308,5.729022939,0.000117408,"Photosystem Q(B) protein (AHRD V1 ***- Q95B48_PRUPE); contains Interpro domain(s)  IPR000484  Photosynthetic reaction centre, L/M ",ATCG00020,PSBA,"Encodes chlorophyll binding protein D1, a part of the photosystem II reaction center core",91.04,67,4.00E-23,102,97.01492537
Solyc00g282510.1.1,-3.168020268,2.746956909,0.00328372,Phenylalanine ammonia-lyase (AHRD V1 ***- B5LAW0_CAPAN); contains Interpro domain(s)  IPR005922  Phenylalanine ammonia-lyase ,AT2G37040,ATPAL1,encodes a protein similar to phenylalanine ammonia-lyase,80.55,581,0,1013,97.97297297
Solyc01g005120.2.1,1.34774482,4.215700773,0.046683834,Xyloglucan endotransglucosylase/hydrolase 13 (AHRD V1 **** C0IRH2_ACTDE); contains Interpro domain(s)  IPR016455  Xyloglucan endotransglucosylase/hydrolase ,AT1G14720,ATXTH28,member of Glycoside Hydrolase Family 16,68.54,302,1.00E-127,452,89.28571429
Solyc01g005270.2.1,-1.84960125,5.886145435,0.003286295,"SEC14 cytosolic factor family protein (AHRD V1 **-- D7M8H6_ARALY); contains Interpro domain(s)  IPR001251  Cellular retinaldehyde-binding/triple function, C-terminal ",AT1G14820,NA,"SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein; similar to SEC14 cytosolic factor, putative / phosphoglyceride transfer protein, putative [Arabidopsis thaliana] (TAIR:AT1G01630.1); similar to Cellular retinaldehyde binding/alpha-tocopherol transport; Cellular retinaldehyde-binding/triple function, N-terminal [Medicago truncatula] (GB:ABE80207.1); contains InterPro domain Phosphatidylinositol transfer protein-like, N-terminal; (InterPro:IPR011074); contains InterPro domain Cellular retinaldehyde-binding/triple function, C-terminal; (InterPro:IPR001251)",66.24,237,1.00E-93,339,97.51037344
Solyc01g005280.2.1,1.864494027,3.42801953,0.027789228,"SEC14 cytosolic factor (AHRD V1 **-- B2W8N2_PYRTR); contains Interpro domain(s)  IPR001251  Cellular retinaldehyde-binding/triple function, C-terminal ",AT1G14820,NA,"SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein; similar to SEC14 cytosolic factor, putative / phosphoglyceride transfer protein, putative [Arabidopsis thaliana] (TAIR:AT1G01630.1); similar to Cellular retinaldehyde binding/alpha-tocopherol transport; Cellular retinaldehyde-binding/triple function, N-terminal [Medicago truncatula] (GB:ABE80207.1); contains InterPro domain Phosphatidylinositol transfer protein-like, N-terminal; (InterPro:IPR011074); contains InterPro domain Cellular retinaldehyde-binding/triple function, C-terminal; (InterPro:IPR001251)",63.18,239,4.00E-91,330,98.34024896
Solyc01g005290.2.1,1.707687537,4.119390227,0.016555391,"SEC14 cytosolic factor family protein (AHRD V1 **-- D7M8H6_ARALY); contains Interpro domain(s)  IPR001251  Cellular retinaldehyde-binding/triple function, C-terminal ",AT1G14820,NA,"SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein; similar to SEC14 cytosolic factor, putative / phosphoglyceride transfer protein, putative [Arabidopsis thaliana] (TAIR:AT1G01630.1); similar to Cellular retinaldehyde binding/alpha-tocopherol transport; Cellular retinaldehyde-binding/triple function, N-terminal [Medicago truncatula] (GB:ABE80207.1); contains InterPro domain Phosphatidylinositol transfer protein-like, N-terminal; (InterPro:IPR011074); contains InterPro domain Cellular retinaldehyde-binding/triple function, C-terminal; (InterPro:IPR001251)",60.3,199,3.00E-69,257,98.99497487
Solyc01g005570.2.1,1.854493133,4.48259106,0.01576264,Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR012438  Protein of unknown function DUF1639 ,AT1G55340,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G03880.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAV67822.1); similar to Os03g0807200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051641.1); contains InterPro domain Protein of unknown function DUF1639; (InterPro:IPR012438),84.27,89,2.00E-39,156,92.63157895
Solyc01g005910.2.1,2.749677491,3.132509363,0.008426549,Acid phosphatase/vanadium-dependent haloperoxidase related (AHRD V1 *--- B2A528_NATTJ); contains Interpro domain(s)  IPR003832  Acid phosphatase/vanadium-dependent haloperoxidase related ,AT3G12685,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G24350.1); similar to Acid phosphatase/vanadium-dependent haloperoxidase related [Medicago truncatula] (GB:ABE86902.1); contains InterPro domain Acid phosphatase/vanadium-dependent haloperoxidase; (InterPro:IPR008934); contains InterPro domain Acid phosphatase/vanadium-dependent haloperoxidase related; (InterPro:IPR003832),52.4,208,6.00E-42,167,77.52808989
Solyc01g005970.2.1,-3.506568497,4.376050831,1.42E-06,Kelch-like protein 3 (AHRD V1 *-*- KLHL3_PONAB); contains Interpro domain(s)  IPR015915  Kelch-type beta propeller ,AT1G55270,NA,"kelch repeat-containing F-box family protein; similar to kelch repeat-containing F-box family protein [Arabidopsis thaliana] (TAIR:AT1G22040.1); similar to Cyclin-like F-box; Serine/threonine protein phosphatase, BSU1 [Medicago truncatula] (GB:ABE78679.1); similar to Os10g0409900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064574.1); similar to Cyclin-like F-box [Medicago truncatula] (GB:ABE86510.1); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810); contains InterPro domain Galactose oxidase, central; (InterPro:IPR011043); contains InterPro domain Kelch repeat; (InterPro:IPR006652)",79.68,438,0,746,99.543379
Solyc01g006340.2.1,-4.164649593,5.202543633,1.88E-08,"ATP dependent RNA helicase (AHRD V1 ***- B3LKV6_YEAS1); contains Interpro domain(s)  IPR011545  DNA/RNA helicase, DEAD/DEAH box type, N-terminal ",AT3G02065,NA,"ATP binding / ATP-dependent helicase; Identical to DEAD-box ATP-dependent RNA helicase 41 (EC 3.6.1.-) (RH41) [Arabidopsis Thaliana] (GB:Q3EBD3;GB:Q8VZ85); similar to DEAD box RNA helicase, putative [Arabidopsis thaliana] (TAIR:AT2G42520.1); similar to putative DEAD box [Oryza sativa (japonica cultivar-group)] (GB:BAD15860.1); contains InterPro domain DEAD/DEAH box helicase; (InterPro:IPR001410); contains InterPro domain Zinc finger, HIT-type; (InterPro:IPR007529); contains InterPro domain DEAD/DEAH box helicase, N-terminal; (InterPro:IPR011545); contains InterPro domain Helicase, C-terminal; (InterPro:IPR001650)",65.1,510,0,692,98.25242718
